,Age,Job,Marital,Education,Default,Balance,HHInsurance,CarLoan,Communication,LastContactDay,LastContactMonth,NoOfContacts,DaysPassed,PrevAttempts,Outcome,CallStart,CallEnd,CarInsurance
1541,44,blue-collar,married,,0,1529,1,0,cellular,30,apr,1,-1,0,,17:15:15,17:21:02,1
1542,53,technician,divorced,secondary,0,281,1,0,cellular,17,apr,2,337,9,other,10:05:27,10:08:18,0
1543,52,services,married,primary,0,306,1,0,cellular,13,may,5,-1,0,,16:16:09,16:26:59,1
1544,49,blue-collar,married,primary,0,408,0,0,cellular,12,aug,4,-1,0,,13:20:29,13:29:48,1
1545,36,housemaid,married,secondary,0,419,1,0,,30,may,1,-1,0,,10:07:36,10:11:47,0
1546,46,,single,primary,0,10,0,0,,18,jun,6,-1,0,,17:21:19,17:22:23,0
1547,28,management,single,tertiary,0,437,0,0,cellular,5,may,1,-1,0,,15:22:57,15:28:35,1
1548,57,retired,married,tertiary,0,0,0,0,cellular,12,aug,4,-1,0,,15:26:29,15:28:25,0
1549,35,admin.,single,secondary,0,3636,0,0,cellular,12,aug,1,-1,0,,10:09:43,10:13:05,0
1550,36,management,divorced,tertiary,0,1057,0,0,cellular,5,feb,2,-1,0,,15:36:06,15:42:29,0
1551,36,blue-collar,married,,0,79,1,0,,19,may,14,-1,0,,09:56:35,09:59:56,0
1552,39,blue-collar,single,tertiary,0,48,0,0,cellular,3,jun,1,-1,0,,14:55:41,15:04:40,1
1553,43,blue-collar,divorced,primary,0,6,1,0,,27,may,4,-1,0,,12:01:04,12:02:56,0
1554,42,blue-collar,married,secondary,0,2913,0,0,cellular,3,jun,1,195,1,failure,14:45:37,14:57:22,1
1555,32,technician,married,tertiary,0,2976,1,0,cellular,5,feb,1,175,5,failure,13:08:34,13:21:37,1
1556,58,blue-collar,married,primary,0,9200,0,0,,6,jun,2,-1,0,,10:58:12,11:02:05,0
1557,53,admin.,divorced,secondary,0,-394,1,0,,15,may,2,-1,0,,13:56:00,14:05:59,0
1558,35,admin.,single,secondary,0,-101,1,0,cellular,16,apr,1,318,1,other,11:56:46,12:01:21,0
1559,44,management,married,tertiary,0,1138,0,0,cellular,27,aug,3,-1,0,,16:43:31,16:52:14,1
1560,40,admin.,married,secondary,0,1538,1,0,,30,may,2,-1,0,,15:45:50,15:52:20,0
1561,34,blue-collar,married,primary,0,503,1,0,,26,may,2,-1,0,,09:47:56,09:49:56,0
1562,42,blue-collar,single,primary,0,22,1,0,cellular,14,may,4,365,1,failure,17:26:04,17:28:00,0
1563,60,technician,divorced,secondary,0,367,0,0,cellular,16,aug,2,-1,0,,12:51:02,12:56:20,1
1564,41,management,married,tertiary,0,1272,1,0,cellular,17,nov,1,-1,0,,17:19:04,17:22:38,0
1565,41,management,divorced,tertiary,0,846,0,1,cellular,23,jul,3,-1,0,,09:10:17,09:13:43,0
1566,40,blue-collar,married,secondary,0,498,1,0,cellular,8,may,2,298,4,failure,13:42:22,13:43:17,0
1567,34,blue-collar,single,,0,-90,1,0,cellular,18,may,1,370,1,failure,12:11:09,12:11:29,0
1568,59,admin.,married,secondary,0,1675,0,1,cellular,7,aug,2,-1,0,,13:35:04,13:36:57,0
1569,46,admin.,single,secondary,0,849,1,0,,5,jun,2,-1,0,,13:07:48,13:16:16,1
1570,31,unemployed,single,primary,0,406,0,0,cellular,4,feb,1,-1,0,,14:48:47,15:01:03,1
1571,31,management,single,tertiary,0,825,1,0,,21,may,2,-1,0,,12:35:36,12:44:02,1
1572,37,management,married,secondary,0,121,0,1,cellular,17,nov,2,151,2,failure,14:18:35,14:22:06,0
1573,60,technician,married,secondary,0,1740,0,0,cellular,13,mar,2,-1,0,,11:51:16,11:56:12,1
1574,42,management,married,primary,0,5310,1,0,cellular,25,nov,2,97,4,success,11:52:51,12:08:59,1
1575,55,technician,married,secondary,0,2055,1,0,,16,may,4,-1,0,,09:46:04,10:03:07,0
1576,34,admin.,married,tertiary,0,142,1,0,cellular,13,may,1,-1,0,,11:02:23,11:10:02,1
1577,56,housemaid,divorced,primary,1,1238,0,0,,5,jun,1,-1,0,,15:20:43,15:46:41,1
1578,25,self-employed,single,tertiary,0,42,1,0,cellular,5,jun,1,94,1,success,14:50:37,14:53:06,1
1579,33,blue-collar,married,secondary,0,89,1,0,cellular,18,jul,2,-1,0,,09:05:23,09:10:01,1
1580,43,blue-collar,married,secondary,0,95,1,0,cellular,18,may,1,-1,0,,16:40:29,16:45:25,0
1581,40,blue-collar,married,secondary,0,1515,1,0,cellular,10,aug,1,-1,0,,13:15:24,13:23:47,1
1582,47,housemaid,married,secondary,0,0,1,0,telephone,13,may,2,-1,0,,16:33:03,16:33:23,0
1583,51,management,married,tertiary,0,2635,0,0,cellular,1,sep,1,98,2,failure,14:23:59,14:27:00,1
1584,24,student,single,secondary,0,822,0,0,cellular,27,oct,1,91,2,failure,12:00:15,12:03:19,1
1585,39,blue-collar,married,secondary,1,-931,1,0,,28,may,5,-1,0,,15:04:33,15:06:05,0
1586,50,technician,married,secondary,0,0,0,0,cellular,7,jul,2,-1,0,,11:07:25,11:09:57,0
1587,29,admin.,married,secondary,0,19,0,0,cellular,28,jan,1,-1,0,,10:09:39,10:10:59,0
1588,34,blue-collar,married,secondary,0,640,1,0,cellular,29,apr,2,-1,0,,12:19:22,12:29:58,1
1589,41,blue-collar,married,secondary,1,720,0,1,cellular,24,jul,1,-1,0,,17:16:09,17:27:00,1
1590,34,blue-collar,married,secondary,0,8558,1,0,,2,jun,2,-1,0,,11:29:53,11:37:39,0
1591,46,technician,married,secondary,0,591,0,0,telephone,29,aug,2,-1,0,,11:26:55,11:28:16,0
1592,58,management,divorced,tertiary,0,5701,0,0,cellular,2,feb,1,-1,0,,15:36:32,15:45:13,1
1593,30,technician,single,secondary,0,958,0,0,cellular,8,aug,2,-1,0,,13:40:37,13:42:29,0
1594,39,management,single,tertiary,0,202,1,0,cellular,12,may,1,301,1,other,17:20:42,17:21:41,0
1595,50,blue-collar,married,primary,0,42,1,0,,4,jun,3,-1,0,,16:57:59,17:00:49,0
1596,54,services,divorced,secondary,0,0,0,0,cellular,1,jun,1,81,2,success,17:08:29,17:11:23,1
1597,31,management,married,secondary,0,0,0,0,cellular,11,aug,1,-1,0,,10:29:49,10:41:49,1
1598,37,blue-collar,single,secondary,0,1120,0,0,,16,jun,3,-1,0,,13:24:49,13:27:56,0
1599,49,blue-collar,married,primary,0,287,1,0,,29,may,2,-1,0,,12:10:27,12:13:02,0
1600,32,services,married,secondary,0,4885,1,1,cellular,18,nov,2,-1,0,,13:25:15,13:31:55,0
1601,35,blue-collar,married,secondary,0,253,1,0,cellular,15,may,1,345,1,other,10:53:23,11:00:55,0
1602,44,services,married,secondary,0,742,0,0,telephone,30,jul,5,-1,0,,10:10:18,10:11:35,0
1603,53,blue-collar,married,secondary,0,1777,1,0,cellular,21,nov,5,154,1,failure,14:02:12,14:15:28,1
1604,48,management,married,tertiary,0,1167,1,1,cellular,1,jun,1,-1,0,,09:08:22,09:12:46,1
1605,33,services,married,secondary,0,1697,0,0,cellular,4,may,1,182,1,success,09:32:08,09:40:17,1
1606,31,technician,single,tertiary,0,1051,0,0,cellular,25,aug,4,-1,0,,13:55:22,13:57:08,0
1607,46,management,married,tertiary,0,699,0,0,cellular,30,apr,1,87,1,failure,13:49:36,14:05:46,1
1608,27,services,single,secondary,0,683,1,0,,9,may,3,-1,0,,11:14:40,11:15:24,0
1609,40,unemployed,divorced,secondary,0,1694,0,0,cellular,12,aug,6,-1,0,,10:41:57,10:49:50,1
1610,59,management,single,secondary,0,671,1,1,,15,may,5,-1,0,,12:17:16,12:19:53,0
1611,57,technician,married,tertiary,0,6822,0,0,cellular,7,aug,2,-1,0,,10:49:43,11:03:00,1
1612,60,management,married,tertiary,0,70,0,0,cellular,21,aug,1,-1,0,,11:15:10,11:15:46,0
1613,22,student,single,secondary,0,23,0,0,cellular,27,oct,1,-1,0,,10:44:24,10:46:41,1
1614,38,admin.,married,secondary,0,532,1,0,cellular,23,jul,1,-1,0,,12:18:57,12:20:32,0
1615,30,blue-collar,married,secondary,0,-166,1,1,,13,may,5,-1,0,,14:16:13,14:20:28,0
1616,38,technician,married,secondary,0,300,0,0,cellular,29,aug,5,-1,0,,10:28:59,10:31:04,0
1617,37,blue-collar,married,secondary,0,398,1,0,,19,may,1,-1,0,,12:00:59,12:04:25,0
1618,35,entrepreneur,married,tertiary,0,0,0,0,cellular,5,may,1,168,4,failure,15:31:26,15:32:40,0
1619,30,services,single,secondary,0,-143,1,0,cellular,15,may,1,-1,0,,15:54:46,15:56:11,0
1620,53,admin.,married,secondary,0,459,0,0,cellular,5,apr,1,-1,0,,15:14:35,15:23:53,1
1621,42,technician,single,secondary,0,1364,1,0,,15,may,6,-1,0,,13:02:36,13:33:43,1
1622,46,admin.,married,secondary,0,3098,1,0,telephone,21,nov,9,-1,0,,10:00:32,10:03:44,0
1623,43,blue-collar,divorced,primary,0,177,0,0,cellular,3,feb,1,-1,0,,10:56:21,10:58:25,0
1624,24,student,single,secondary,0,23878,0,0,cellular,18,feb,1,-1,0,,10:35:08,10:38:13,1
1625,43,self-employed,married,secondary,0,14144,1,0,cellular,21,nov,1,-1,0,,16:50:49,16:59:13,1
1626,39,technician,married,secondary,0,768,1,1,,27,may,4,-1,0,,10:21:35,10:24:26,0
1627,55,management,married,tertiary,0,7803,0,0,cellular,15,jan,1,-1,0,,10:11:42,10:19:03,1
1628,34,blue-collar,married,primary,0,-106,1,0,,27,may,1,-1,0,,15:10:03,15:14:00,0
1629,49,admin.,divorced,secondary,0,1718,0,1,cellular,5,aug,1,-1,0,,11:09:27,11:12:58,1
1630,37,admin.,married,,0,892,1,0,cellular,30,jul,17,-1,0,,17:06:40,17:11:09,0
1631,45,management,married,tertiary,0,849,0,0,,13,may,1,-1,0,,12:12:33,12:13:33,0
1632,45,management,married,tertiary,0,7154,1,0,cellular,19,nov,3,111,3,failure,09:54:38,09:56:11,0
1633,32,management,single,tertiary,0,1160,1,1,,11,jun,2,-1,0,,17:56:01,18:03:31,0
1634,49,services,married,secondary,0,2416,1,0,cellular,16,apr,1,-1,0,,11:37:57,12:00:43,1
1635,32,technician,married,secondary,0,4887,1,0,cellular,17,apr,3,-1,0,,16:30:59,16:35:05,0
1636,33,entrepreneur,single,secondary,0,278,0,0,cellular,1,feb,5,-1,0,,15:54:56,16:04:19,1
1637,39,management,married,tertiary,0,-17,1,1,cellular,28,aug,1,-1,0,,14:51:40,15:06:48,1
1638,29,admin.,married,tertiary,0,26,1,0,,28,may,1,-1,0,,10:52:29,10:53:14,0
1639,28,blue-collar,married,secondary,0,4287,0,0,cellular,30,apr,1,-1,0,,11:41:27,11:44:18,0
1640,41,management,married,tertiary,0,768,0,0,cellular,7,aug,3,-1,0,,15:43:57,15:47:46,0
1641,49,services,married,,0,1990,1,0,cellular,19,nov,4,-1,0,,14:19:02,14:19:46,0
1642,39,technician,married,tertiary,0,1293,0,0,cellular,3,jun,2,-1,0,,09:00:00,09:02:20,1
1643,53,admin.,divorced,secondary,0,-163,1,0,cellular,17,apr,2,343,2,other,13:30:30,13:36:14,0
1644,33,self-employed,single,tertiary,0,61,0,0,cellular,19,aug,3,-1,0,,15:10:19,15:24:15,1
1645,50,blue-collar,married,primary,0,12519,1,0,cellular,21,nov,3,34,1,failure,17:02:43,17:12:58,1
1646,20,student,single,,0,457,0,0,cellular,16,jun,1,-1,0,,12:17:11,12:20:45,0
1647,39,,single,,0,0,0,0,telephone,28,jan,1,-1,0,,10:20:54,10:21:22,0
1648,33,admin.,married,secondary,0,177,1,0,cellular,11,may,1,-1,0,,12:23:37,12:25:17,0
1649,54,management,married,tertiary,1,153,0,0,,9,jun,3,-1,0,,12:24:07,12:25:46,0
1650,49,management,married,tertiary,0,68,1,1,,19,may,3,-1,0,,09:18:22,09:21:05,0
1651,38,housemaid,single,secondary,0,113,1,0,,2,jun,4,-1,0,,17:06:20,17:07:58,0
1652,42,management,married,tertiary,0,1435,1,0,cellular,7,may,1,-1,0,,13:26:31,13:45:39,1
1653,43,admin.,married,secondary,0,378,0,0,cellular,30,jul,8,-1,0,,10:54:25,11:07:27,1
1654,31,blue-collar,married,secondary,0,873,1,0,,23,may,4,-1,0,,13:39:31,13:41:56,0
1655,52,technician,divorced,tertiary,0,0,0,0,cellular,19,aug,2,-1,0,,15:09:23,15:11:22,0
1656,33,technician,single,tertiary,0,594,1,1,,23,may,1,-1,0,,13:03:39,13:06:08,0
1657,39,services,single,secondary,0,-244,1,0,,8,may,2,-1,0,,09:12:25,09:14:57,0
1658,45,admin.,married,secondary,0,204,1,0,cellular,3,jun,2,-1,0,,12:10:18,12:14:02,1
1659,55,blue-collar,married,primary,0,842,0,0,telephone,31,jul,2,-1,0,,14:51:07,14:53:31,0
1660,55,unemployed,divorced,secondary,0,387,1,0,,6,may,1,-1,0,,10:29:23,10:44:41,1
1661,72,retired,married,secondary,0,0,0,0,cellular,29,oct,3,-1,0,,09:44:30,09:47:39,1
1662,52,management,married,tertiary,0,3163,0,0,cellular,25,aug,6,-1,0,,10:43:29,10:44:25,0
1663,46,management,married,tertiary,0,699,0,0,cellular,2,feb,1,-1,0,,10:38:06,10:42:07,0
1664,39,blue-collar,divorced,secondary,0,42,1,0,,6,may,2,-1,0,,16:52:33,16:56:19,0
1665,32,blue-collar,single,secondary,0,5,1,1,,8,may,1,-1,0,,13:07:31,13:09:45,0
1666,47,blue-collar,married,tertiary,0,1707,0,0,cellular,27,aug,7,-1,0,,10:29:13,10:30:24,0
1667,30,management,single,tertiary,0,1761,1,0,cellular,15,may,2,294,1,other,16:43:59,16:47:48,0
1668,49,technician,married,secondary,0,412,0,0,cellular,19,aug,8,-1,0,,15:33:44,15:55:17,1
1669,38,admin.,married,secondary,0,70,0,1,,2,jul,1,-1,0,,09:25:37,09:28:56,0
1670,36,management,married,tertiary,0,722,1,0,,30,may,1,-1,0,,13:20:59,13:26:11,0
1671,35,technician,married,secondary,0,0,1,1,cellular,17,nov,1,-1,0,,13:18:40,13:21:59,0
1672,50,blue-collar,married,secondary,0,9585,1,0,telephone,31,jul,6,-1,0,,16:11:44,16:14:46,0
1673,45,self-employed,married,tertiary,0,510,0,0,,6,jun,2,-1,0,,12:16:28,12:27:07,0
1674,79,retired,divorced,secondary,0,631,0,0,telephone,9,aug,5,182,3,failure,13:31:12,13:38:32,0
1675,59,technician,married,tertiary,0,-91,0,0,,25,jun,1,-1,0,,14:26:19,14:28:56,0
1676,27,technician,single,primary,0,1022,1,0,,19,may,2,-1,0,,10:06:34,10:13:59,0
1677,48,blue-collar,married,secondary,0,0,0,0,cellular,29,jul,6,-1,0,,10:48:10,10:51:45,0
1678,60,management,married,tertiary,0,2222,1,0,cellular,11,jul,2,-1,0,,13:42:58,14:01:38,1
1679,23,technician,single,secondary,1,150,1,1,,6,jun,5,-1,0,,09:46:28,09:47:34,0
1680,35,management,single,tertiary,0,2646,0,0,cellular,13,oct,1,182,1,success,15:07:49,15:11:30,1
1681,36,blue-collar,divorced,secondary,0,313,1,1,cellular,17,apr,2,-1,0,,10:06:42,10:11:06,0
1682,35,admin.,single,secondary,0,0,1,0,cellular,13,may,1,-1,0,,17:50:51,18:08:44,1
1683,43,technician,married,tertiary,0,591,1,0,cellular,8,aug,2,-1,0,,12:30:02,12:44:51,0
1684,33,management,single,tertiary,0,383,1,0,cellular,9,jul,1,-1,0,,14:38:47,14:40:52,0
1685,21,student,single,secondary,0,215,0,0,cellular,24,may,1,89,7,success,09:51:08,09:57:30,1
1686,37,admin.,single,tertiary,0,1000,1,0,cellular,17,mar,1,-1,0,,13:00:02,13:03:17,1
1687,53,blue-collar,married,secondary,0,6112,0,0,cellular,30,apr,1,86,1,success,09:32:19,09:35:50,0
1688,39,blue-collar,married,secondary,0,-99,0,0,cellular,17,jul,1,-1,0,,15:41:26,15:45:46,0
1689,50,technician,divorced,tertiary,0,1679,1,0,cellular,24,jul,2,-1,0,,12:50:19,13:00:23,0
1690,38,blue-collar,married,primary,0,3289,0,0,cellular,20,nov,2,164,2,failure,13:05:50,13:11:30,0
1691,40,admin.,married,secondary,0,2574,1,0,cellular,15,may,1,176,1,failure,10:50:44,10:57:56,1
1692,44,services,married,primary,0,1161,1,0,,19,may,5,-1,0,,15:52:59,15:54:49,0
1693,45,entrepreneur,married,,0,3133,1,1,cellular,10,jul,1,-1,0,,16:39:50,16:53:14,1
1694,32,technician,married,secondary,0,150,0,1,cellular,7,aug,2,-1,0,,12:04:19,12:08:10,0
1695,40,unemployed,married,secondary,0,1960,1,0,,2,jun,6,-1,0,,12:59:45,13:09:50,1
1696,39,services,single,secondary,0,1048,1,0,cellular,15,jun,1,32,1,failure,13:05:02,13:06:50,0
1697,33,student,single,,0,1170,0,0,cellular,30,apr,1,-1,0,,16:41:37,16:47:29,1
1698,33,admin.,married,secondary,0,796,1,0,telephone,6,apr,1,-1,0,,13:12:23,13:15:59,0
1699,37,management,married,tertiary,0,8564,1,0,cellular,5,may,2,347,1,failure,15:26:06,15:29:37,0
1700,61,retired,married,primary,0,56,0,0,cellular,7,sep,3,-1,0,,16:55:44,17:00:32,1
1701,26,student,single,secondary,0,100,0,0,cellular,26,may,1,-1,0,,11:19:19,11:26:44,1
1702,54,blue-collar,married,primary,0,433,1,0,cellular,20,apr,5,-1,0,,17:12:01,17:16:13,0
1703,49,admin.,single,secondary,0,293,0,0,cellular,28,jun,1,-1,0,,09:14:41,09:22:13,1
1704,36,technician,married,secondary,0,15485,0,0,cellular,14,apr,1,-1,0,,11:49:51,11:57:32,1
1705,35,management,divorced,tertiary,0,538,1,0,,12,may,4,-1,0,,15:39:43,15:40:49,0
1706,53,unemployed,divorced,secondary,0,0,0,0,,20,jun,2,-1,0,,14:36:03,14:37:44,0
1707,52,self-employed,single,tertiary,0,1623,1,0,,5,jun,17,-1,0,,17:31:21,17:31:42,0
1708,48,blue-collar,married,primary,0,323,0,0,cellular,28,aug,10,-1,0,,16:11:39,16:14:17,0
1709,57,housemaid,married,tertiary,0,2326,0,0,cellular,17,apr,1,-1,0,,12:25:36,12:31:54,1
1710,23,student,single,secondary,0,431,0,0,cellular,15,feb,3,186,2,success,13:52:17,13:55:38,1
1711,41,entrepreneur,single,secondary,0,663,0,0,cellular,24,jul,1,-1,0,,10:52:25,11:12:29,1
1712,51,blue-collar,married,primary,0,6343,1,0,cellular,26,aug,20,-1,0,,12:55:38,12:56:06,0
1713,31,management,single,tertiary,0,581,1,1,cellular,28,jan,1,-1,0,,17:17:05,17:26:37,0
1714,29,management,single,tertiary,0,1388,1,0,cellular,15,may,3,-1,0,,16:13:04,16:15:41,0
1715,29,unemployed,single,secondary,0,523,0,0,cellular,5,feb,1,-1,0,,09:55:47,10:01:38,0
1716,60,management,married,tertiary,0,371,0,1,cellular,11,aug,8,-1,0,,11:55:00,11:56:42,0
1717,29,admin.,single,secondary,0,306,1,0,cellular,18,may,4,-1,0,,15:57:48,16:10:42,1
1718,53,retired,married,primary,0,759,1,0,telephone,25,jul,5,-1,0,,09:37:16,09:48:58,0
1719,49,blue-collar,married,primary,0,518,1,0,,12,jun,1,-1,0,,14:44:10,14:47:53,0
1720,60,technician,married,secondary,0,824,1,0,cellular,9,feb,1,558,7,other,16:30:52,16:32:59,1
1721,35,admin.,divorced,secondary,0,0,1,1,cellular,17,nov,2,-1,0,,13:13:38,13:15:04,0
1722,54,blue-collar,married,,0,6251,1,0,,29,may,3,-1,0,,12:23:02,12:30:03,0
1723,29,management,single,tertiary,0,0,0,0,,16,may,25,-1,0,,12:46:07,12:46:23,0
1724,45,management,single,tertiary,0,1411,0,0,cellular,7,sep,2,102,3,failure,17:50:40,18:04:00,1
1725,51,technician,married,tertiary,0,0,0,0,cellular,7,may,2,66,2,success,16:08:56,16:19:58,1
1726,41,technician,single,secondary,0,169,1,0,cellular,12,may,2,-1,0,,17:55:22,17:57:18,0
1727,31,technician,married,tertiary,0,120,0,0,cellular,8,aug,1,-1,0,,12:18:26,12:35:06,1
1728,60,management,divorced,secondary,0,0,0,0,cellular,5,aug,3,-1,0,,14:08:24,14:18:27,1
1729,31,technician,married,tertiary,0,3338,1,0,cellular,21,dec,2,-1,0,,15:19:00,15:23:24,1
1730,46,technician,single,tertiary,0,628,0,0,cellular,20,nov,5,-1,0,,11:18:46,11:26:20,0
1731,53,management,married,,0,2240,1,0,cellular,2,jun,2,385,1,success,14:05:55,14:10:37,1
1732,28,management,married,tertiary,0,3,1,0,,7,may,5,-1,0,,11:42:00,11:44:02,0
1733,55,retired,divorced,secondary,0,-268,0,1,cellular,24,jul,1,-1,0,,16:59:55,17:23:32,1
1734,27,,single,secondary,0,1187,0,0,telephone,26,feb,1,101,1,failure,09:13:46,09:17:38,1
1735,51,blue-collar,married,primary,0,1194,1,0,,16,may,3,-1,0,,12:53:41,13:02:59,0
1736,60,admin.,divorced,secondary,0,-41,1,1,cellular,6,feb,1,262,1,failure,14:59:37,15:27:15,1
1737,36,unemployed,married,secondary,0,608,1,0,cellular,2,feb,1,263,3,other,17:10:07,17:12:01,0
1738,43,unemployed,divorced,secondary,0,1854,0,0,cellular,30,apr,1,-1,0,,16:35:38,16:41:01,1
1739,86,retired,single,secondary,0,614,0,0,telephone,9,dec,1,-1,0,,14:37:03,14:46:58,1
1740,32,services,single,secondary,0,717,0,0,cellular,30,jan,2,-1,0,,15:26:45,15:34:27,0
1741,43,management,married,tertiary,0,62,1,0,cellular,23,jul,3,-1,0,,10:06:30,10:10:02,0
1742,57,management,married,secondary,0,1026,1,0,,13,may,2,-1,0,,10:48:26,10:49:18,0
1743,34,technician,single,secondary,0,52,0,0,cellular,19,aug,4,-1,0,,11:09:19,11:10:49,0
1744,58,housemaid,married,primary,0,2387,0,0,,18,jun,2,-1,0,,12:47:39,12:48:34,0
1745,77,retired,married,primary,0,2223,0,0,telephone,10,aug,2,187,1,success,13:43:11,13:49:16,0
1746,47,blue-collar,married,secondary,0,863,1,0,,19,may,2,-1,0,,12:20:27,12:36:10,1
1747,33,blue-collar,married,primary,0,-191,1,1,cellular,9,jul,4,-1,0,,17:10:35,17:32:05,1
1748,37,blue-collar,married,secondary,0,489,1,0,,2,jun,1,-1,0,,12:55:03,12:55:27,0
1749,24,blue-collar,single,secondary,0,1421,1,0,cellular,18,may,2,-1,0,,16:44:37,16:48:06,0
1750,51,management,single,secondary,0,1610,1,0,,16,jun,3,-1,0,,13:56:26,14:17:14,1
1751,28,services,single,secondary,0,0,0,1,cellular,16,jul,1,-1,0,,12:12:33,12:14:46,0
1752,56,technician,married,secondary,0,1093,0,0,cellular,7,aug,4,-1,0,,12:45:23,12:46:52,0
1753,37,technician,single,secondary,0,884,1,1,cellular,31,jul,2,-1,0,,16:46:12,16:48:20,0
1754,31,services,married,secondary,1,29,0,0,cellular,21,nov,3,-1,0,,14:22:02,14:26:02,0
1755,43,management,married,tertiary,0,3518,0,0,cellular,15,jun,2,-1,0,,12:58:42,13:01:43,1
1756,39,housemaid,married,primary,0,-44,1,0,,27,may,1,-1,0,,14:39:05,14:42:53,0
1757,50,technician,married,tertiary,0,247,0,0,,23,may,1,-1,0,,10:45:29,10:48:22,0
1758,30,student,single,tertiary,0,7513,0,0,cellular,11,aug,2,-1,0,,16:23:41,16:28:10,0
1759,38,technician,married,secondary,0,508,1,0,cellular,18,nov,3,175,2,failure,17:35:52,17:47:54,0
1760,28,student,single,secondary,0,196,0,0,cellular,2,jul,3,-1,0,,16:15:22,16:22:25,1
1761,42,admin.,married,secondary,0,16517,0,0,cellular,15,mar,5,203,4,failure,11:33:22,11:42:31,0
1762,59,retired,single,secondary,0,351,1,0,,27,may,5,-1,0,,14:50:40,15:08:23,1
1763,59,housemaid,divorced,primary,1,0,0,1,cellular,25,jul,2,-1,0,,09:56:34,10:19:22,0
1764,41,admin.,married,secondary,0,120,0,1,cellular,8,jul,1,-1,0,,15:32:07,15:40:16,0
1765,52,technician,married,secondary,0,420,0,0,,16,may,4,-1,0,,15:41:07,15:42:59,0
1766,45,blue-collar,married,primary,0,15515,0,0,cellular,4,aug,2,-1,0,,17:48:45,17:51:32,0
1767,35,services,married,secondary,0,5,0,0,cellular,30,jul,2,-1,0,,15:23:16,15:25:49,0
1768,45,management,married,tertiary,0,786,0,0,cellular,10,sep,3,-1,0,,16:28:13,16:29:37,1
1769,27,management,single,tertiary,0,2802,1,0,cellular,18,may,1,-1,0,,09:08:32,09:09:56,0
1770,48,management,married,tertiary,0,288,0,0,cellular,18,aug,3,-1,0,,17:24:43,17:34:28,0
1771,35,technician,married,secondary,0,0,0,0,cellular,11,jul,2,-1,0,,17:55:49,18:00:20,0
1772,42,technician,married,secondary,0,-556,1,0,cellular,19,nov,1,-1,0,,15:52:29,15:54:10,0
1773,44,entrepreneur,married,secondary,0,1442,0,0,cellular,18,nov,2,-1,0,,15:01:47,15:06:27,0
1774,52,management,divorced,tertiary,0,96,0,0,cellular,19,aug,1,-1,0,,10:13:47,10:16:01,0
1775,36,self-employed,married,tertiary,0,7343,0,0,cellular,17,nov,1,-1,0,,14:46:09,14:47:27,0
1776,38,technician,single,secondary,0,2751,1,0,,28,may,1,-1,0,,14:26:33,14:29:38,0
1777,41,technician,married,secondary,0,862,0,0,cellular,18,nov,2,-1,0,,15:49:41,15:57:35,0
1778,42,entrepreneur,married,tertiary,0,157,1,1,,7,may,1,-1,0,,11:14:28,11:25:18,0
1779,34,technician,married,secondary,0,210,1,1,cellular,12,may,2,173,1,failure,12:42:17,12:45:48,0
1780,42,blue-collar,married,primary,0,205,1,0,cellular,17,apr,1,-1,0,,16:09:00,16:18:42,0
1781,37,management,divorced,tertiary,0,153,1,0,cellular,30,apr,1,70,2,other,10:02:45,10:06:26,0
1782,35,management,married,secondary,0,724,1,0,cellular,14,jul,2,415,1,failure,15:07:33,15:12:20,1
1783,37,technician,divorced,secondary,0,4965,0,0,cellular,6,aug,2,-1,0,,15:56:08,15:59:50,0
1784,36,technician,married,secondary,0,594,0,1,cellular,4,aug,3,-1,0,,10:47:19,10:51:09,0
1785,32,blue-collar,married,secondary,0,1905,1,0,cellular,16,jul,2,-1,0,,09:59:33,10:11:22,1
1786,32,technician,divorced,tertiary,0,53,0,0,cellular,22,aug,2,-1,0,,15:18:48,15:29:59,1
1787,31,technician,married,secondary,0,1173,1,0,cellular,14,jul,3,-1,0,,17:07:31,17:14:55,1
1788,38,technician,married,secondary,0,37,0,0,cellular,17,jul,1,-1,0,,10:34:01,10:35:37,0
1789,27,blue-collar,single,primary,0,377,0,0,cellular,19,feb,2,-1,0,,15:42:20,15:53:05,1
1790,53,entrepreneur,single,secondary,0,62,1,0,,30,may,5,-1,0,,17:29:09,17:46:33,1
1791,32,blue-collar,single,secondary,0,322,1,0,cellular,13,may,3,-1,0,,09:47:12,09:51:05,0
1792,45,technician,married,secondary,0,0,1,1,telephone,2,feb,2,208,1,failure,13:10:36,13:12:27,0
1793,43,unemployed,single,primary,0,698,1,0,,14,may,1,-1,0,,12:08:01,12:13:23,0
1794,30,unemployed,single,secondary,0,2424,0,0,cellular,15,feb,1,95,2,success,11:48:41,11:54:18,1
1795,31,technician,married,secondary,0,4182,1,0,cellular,4,may,2,-1,0,,17:17:31,17:23:18,1
1796,67,management,married,tertiary,0,405,0,0,cellular,10,nov,2,95,2,success,12:04:26,12:10:10,1
1797,57,self-employed,married,tertiary,0,894,1,0,cellular,18,nov,1,-1,0,,13:53:56,13:55:15,0
1798,39,management,divorced,tertiary,0,-999,1,0,,27,may,1,-1,0,,15:38:47,15:44:00,0
1799,43,blue-collar,married,secondary,0,1335,1,0,,6,may,2,-1,0,,17:33:04,17:39:15,0
1800,47,admin.,married,secondary,0,407,1,0,,5,jun,12,-1,0,,13:22:54,13:24:01,0
